time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9418438734e+00 5.0021661925e-02
1.2271846300e-02 9.9398586349e+00 5.0016667950e-02
2.4543692600e-02 9.9341301587e+00 5.0002252658e-02
3.6815538900e-02 9.9246594957e+00 4.9978419875e-02
4.9087385200e-02 9.9114554055e+00 4.9945175905e-02
6.1359231500e-02 9.8945285287e+00 4.9902529538e-02
7.3631077800e-02 9.8738912935e+00 4.9850492045e-02
8.5902924100e-02 9.8495636724e+00 4.9789077177e-02
9.8174770400e-02 9.8215652335e+00 4.9718301158e-02
1.1044661670e-01 9.7899185192e+00 4.9638182674e-02
1.2271846300e-01 9.7546516774e+00 4.9548742873e-02
1.3499030930e-01 9.7157927497e+00 4.9450005364e-02
1.4726215560e-01 9.6733759671e+00 4.9341996211e-02
1.5953400190e-01 9.6274364541e+00 4.9224743911e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9385372371e+00 5.0019778656e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9385372371e+00 5.0019778656e-02
1.2271846300e-02 9.9365536590e+00 5.0014785080e-02
