num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,512,1073741824,type1,0,642.463469
64,512,1073741824,type1,1,645.012800
64,512,1073741824,type1,2,642.427554
64,512,1073741824,type1,3,643.029880
64,512,1073741824,type1,4,642.341775
64,512,1073741824,type1,5,643.096830
64,512,1073741824,type1,6,642.916493
64,512,1073741824,type1,7,641.603288
64,512,1073741824,type1,8,641.274830
64,512,1073741824,type1,9,641.483425
64,512,1073741824,type2,0,189.506369
64,512,1073741824,type2,1,185.346794
64,512,1073741824,type2,2,190.233891
64,512,1073741824,type2,3,185.778712
64,512,1073741824,type2,4,185.499090
64,512,1073741824,type2,5,184.632720
64,512,1073741824,type2,6,185.253694
64,512,1073741824,type2,7,186.120245
64,512,1073741824,type2,8,184.881583
64,512,1073741824,type2,9,185.396087
