                      ranks  Wall tot
=====================================
mainTimer...........   1024     9.073

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........   1024     9.073     9.073     9.073
particlesCreation...   1024         0         0         0
dumpData............   1024     0.122   0.08174     0.102
kick................   1024 0.0007315  0.000285 0.0004942
drift...............   1024 0.0001121 4.678e-05  7.05e-05
initializeShapeFunc.   1024         0         0         0
findInternal........   1024         0         0         0
findPeriodic........   1024         0         0         0
NativeNUFFT::init...   1024         0         0         0
particleBC..........   1024 0.0001957 8.348e-05 0.0001213
updateParticle......   1024    0.9627    0.4272    0.6557
locateParticles.....   1024   0.04862   0.03681   0.04218
sendPreprocess......   1024    0.0244   0.01235   0.01898
particleSend........   1024   0.02694   0.01658   0.01977
particleRecv........   1024   0.02625  0.001253  0.008892
particleDestroy.....   1024    0.0556   0.03993   0.04547
ScatterPIFNUFFT.....   1024     3.058     2.519     2.831
NativeNUFFT1........   1024     3.046     2.508     2.819
scatterTimerNUFFT1..   1024     1.161    0.5821    0.8401
binSort.............   1024    0.1889    0.1457    0.1664
binComputeKeys......   1024   0.02056   0.01371   0.01602
binSortByKey........   1024    0.1618    0.1246    0.1423
binComputeOffsets...   1024  0.009161  0.006821  0.007946
FFTNUFFT1...........   1024      2.16     1.671     1.975
TwiddleAdd..........   1024  0.000698 0.0003217 0.0004483
subFFTs.............   1024     2.159      1.67     1.974
deconvolutionNUFFT1.   1024  0.004052  0.003851  0.003932
GatherPIFNUFFT......   1024     5.488     5.432      5.46
NativeNUFFT2........   1024     5.479     5.424      5.45
PrecorrectionNUFFT2.   1024   0.04131   0.03187   0.03635
FFTNUFFT2...........   1024     4.966     4.883     4.929
subIFFTs............   1024     4.958     4.875     4.921
StridedWrite........   1024   0.00974  0.001007  0.001567
GatherNUFFT2........   1024    0.3457    0.2692    0.3013
