num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
16,512,1073741824,type1,0,1483.537665
16,512,1073741824,type1,1,1472.093534
16,512,1073741824,type1,2,1474.212353
16,512,1073741824,type1,3,1467.495286
16,512,1073741824,type1,4,1473.053557
16,512,1073741824,type1,5,1472.535187
16,512,1073741824,type1,6,1471.347335
16,512,1073741824,type1,7,1468.485973
16,512,1073741824,type1,8,1469.876001
16,512,1073741824,type1,9,1473.721866
16,512,1073741824,type2,0,950.682851
16,512,1073741824,type2,1,952.309843
16,512,1073741824,type2,2,951.219208
16,512,1073741824,type2,3,951.367656
16,512,1073741824,type2,4,952.141723
16,512,1073741824,type2,5,950.244508
16,512,1073741824,type2,6,948.729707
16,512,1073741824,type2,7,947.849497
16,512,1073741824,type2,8,952.128712
16,512,1073741824,type2,9,947.364625
