num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,1024,8589934592,type1,0,747.698498
512,1024,8589934592,type1,1,743.753046
512,1024,8589934592,type1,2,736.026262
512,1024,8589934592,type1,3,723.055937
512,1024,8589934592,type1,4,733.033952
512,1024,8589934592,type1,5,730.736446
512,1024,8589934592,type1,6,719.417869
512,1024,8589934592,type1,7,722.942991
512,1024,8589934592,type1,8,725.295928
512,1024,8589934592,type1,9,721.533258
512,1024,8589934592,type2,0,300.812540
512,1024,8589934592,type2,1,274.244299
512,1024,8589934592,type2,2,275.196132
512,1024,8589934592,type2,3,267.821207
512,1024,8589934592,type2,4,262.834232
512,1024,8589934592,type2,5,282.302286
512,1024,8589934592,type2,6,271.783768
512,1024,8589934592,type2,7,261.902806
512,1024,8589934592,type2,8,265.551553
512,1024,8589934592,type2,9,271.777331
