num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
1024,1024,8589934592,type1,0,461.752378
1024,1024,8589934592,type1,1,441.559674
1024,1024,8589934592,type1,2,439.729543
1024,1024,8589934592,type1,3,438.497090
1024,1024,8589934592,type1,4,427.437128
1024,1024,8589934592,type1,5,425.069001
1024,1024,8589934592,type1,6,422.455825
1024,1024,8589934592,type1,7,427.214296
1024,1024,8589934592,type1,8,420.773417
1024,1024,8589934592,type1,9,422.118017
1024,1024,8589934592,type2,0,224.089079
1024,1024,8589934592,type2,1,215.433811
1024,1024,8589934592,type2,2,210.555235
1024,1024,8589934592,type2,3,200.905601
1024,1024,8589934592,type2,4,194.999474
1024,1024,8589934592,type2,5,198.018533
1024,1024,8589934592,type2,6,199.061353
1024,1024,8589934592,type2,7,199.518181
1024,1024,8589934592,type2,8,193.796698
1024,1024,8589934592,type2,9,192.744373
