num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
16,512,1073741824,type1,0,446.698327
16,512,1073741824,type1,1,447.530525
16,512,1073741824,type1,2,450.182350
16,512,1073741824,type1,3,447.546013
16,512,1073741824,type1,4,446.793813
16,512,1073741824,type1,5,446.799458
16,512,1073741824,type1,6,446.900095
16,512,1073741824,type1,7,446.776693
16,512,1073741824,type1,8,446.809428
16,512,1073741824,type1,9,447.561917
16,512,1073741824,type2,0,156.353065
16,512,1073741824,type2,1,156.602496
16,512,1073741824,type2,2,156.595032
16,512,1073741824,type2,3,157.272585
16,512,1073741824,type2,4,156.200617
16,512,1073741824,type2,5,157.424708
16,512,1073741824,type2,6,156.667446
16,512,1073741824,type2,7,156.236451
16,512,1073741824,type2,8,156.388196
16,512,1073741824,type2,9,156.442823
