time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9244291222e+00 4.9987024100e-02
1.2271846300e-02 9.9225665965e+00 4.9982337153e-02
2.4543692600e-02 9.9169622215e+00 4.9968232024e-02
3.6815538900e-02 9.9076201190e+00 4.9944712446e-02
4.9087385200e-02 9.8945482131e+00 4.9911784639e-02
6.1359231500e-02 9.8777567167e+00 4.9869457307e-02
7.3631077800e-02 9.8572601289e+00 4.9817741631e-02
8.5902924100e-02 9.8330762706e+00 4.9756651277e-02
9.8174770400e-02 9.8052241561e+00 4.9686202378e-02
1.1044661670e-01 9.7737274294e+00 4.9606413543e-02
1.2271846300e-01 9.7386126602e+00 4.9517305840e-02
1.3499030930e-01 9.6999082412e+00 4.9418902794e-02
1.4726215560e-01 9.6576464062e+00 4.9311230383e-02
1.5953400190e-01 9.6118622922e+00 4.9194317027e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9236029215e+00 4.9986553604e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9236029215e+00 4.9986553604e-02
1.2271846300e-02 9.9217405801e+00 4.9981866754e-02
2.4543692600e-02 9.9161362671e+00 4.9967761917e-02
3.6815538900e-02 9.9067944376e+00 4.9944242826e-02
4.9087385200e-02 9.8937227988e+00 4.9911315700e-02
6.1359231500e-02 9.8769319268e+00 4.9868989242e-02
7.3631077800e-02 9.8564360690e+00 4.9817274637e-02
8.5902924100e-02 9.8322527977e+00 4.9756185546e-02
9.8174770400e-02 9.8044016366e+00 4.9685738106e-02
1.1044661670e-01 9.7729059166e+00 4.9605950920e-02
1.2271846300e-01 9.7377920745e+00 4.9516845058e-02
1.3499030930e-01 9.6990888228e+00 4.9418444046e-02
1.4726215560e-01 9.6568282828e+00 4.9310773859e-02
1.5953400190e-01 9.6110454853e+00 4.9193862915e-02
