time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9302002856e+00 5.0001913143e-02
1.2271846300e-02 9.9283493563e+00 4.9997255374e-02
2.4543692600e-02 9.9227555776e+00 4.9983179904e-02
3.6815538900e-02 9.9134216900e+00 4.9959686661e-02
4.9087385200e-02 9.9003557817e+00 4.9926782149e-02
6.1359231500e-02 9.8835693241e+00 4.9884477545e-02
7.3631077800e-02 9.8630743250e+00 4.9832778786e-02
8.5902924100e-02 9.8388907232e+00 4.9771704768e-02
9.8174770400e-02 9.8110374340e+00 4.9701270946e-02
1.1044661670e-01 9.7795374939e+00 4.9621494367e-02
1.2271846300e-01 9.7444168653e+00 4.9532395955e-02
1.3499030930e-01 9.7057053040e+00 4.9434001399e-02
1.4726215560e-01 9.6634339687e+00 4.9326333995e-02
1.5953400190e-01 9.6176377699e+00 4.9209420970e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9293739376e+00 5.0001442507e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9293739376e+00 5.0001442507e-02
1.2271846300e-02 9.9275232035e+00 4.9996784835e-02
2.4543692600e-02 9.9219295709e+00 4.9982709658e-02
3.6815538900e-02 9.9125959360e+00 4.9959216902e-02
4.9087385200e-02 9.8995303636e+00 4.9926313073e-02
6.1359231500e-02 9.8827445275e+00 4.9884009351e-02
7.3631077800e-02 9.8622502543e+00 4.9832311663e-02
8.5902924100e-02 9.8380672218e+00 4.9771238916e-02
9.8174770400e-02 9.8102148863e+00 4.9700806561e-02
1.1044661670e-01 9.7787159389e+00 4.9621031645e-02
1.2271846300e-01 9.7435962662e+00 4.9531935078e-02
1.3499030930e-01 9.7048858581e+00 4.9433542581e-02
1.4726215560e-01 9.6626159003e+00 4.9325877409e-02
1.5953400190e-01 9.6168209822e+00 4.9208966823e-02
