num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,512,1073741824,type1,0,561.269970
64,512,1073741824,type1,1,566.509186
64,512,1073741824,type1,2,564.288448
64,512,1073741824,type1,3,563.356253
64,512,1073741824,type1,4,572.027138
64,512,1073741824,type1,5,563.669776
64,512,1073741824,type1,6,562.090763
64,512,1073741824,type1,7,567.106228
64,512,1073741824,type1,8,560.985649
64,512,1073741824,type1,9,565.933972
64,512,1073741824,type2,0,425.045388
64,512,1073741824,type2,1,419.966813
64,512,1073741824,type2,2,426.985654
64,512,1073741824,type2,3,424.974817
64,512,1073741824,type2,4,429.448979
64,512,1073741824,type2,5,439.214700
64,512,1073741824,type2,6,419.023660
64,512,1073741824,type2,7,426.853198
64,512,1073741824,type2,8,419.410687
64,512,1073741824,type2,9,417.893653
