time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9310106582e+00 5.0005637009e-02
1.2271846300e-02 9.9291398963e+00 5.0000931287e-02
2.4543692600e-02 9.9235241223e+00 4.9986803757e-02
3.6815538900e-02 9.9141683292e+00 4.9963259206e-02
4.9087385200e-02 9.9010802180e+00 4.9930303512e-02
6.1359231500e-02 9.8842712303e+00 4.9887946640e-02
7.3631077800e-02 9.8637535506e+00 4.9836195485e-02
8.5902924100e-02 9.8395463850e+00 4.9775069197e-02
9.8174770400e-02 9.8116685071e+00 4.9704580148e-02
1.1044661670e-01 9.7801437032e+00 4.9624748864e-02
1.2271846300e-01 9.7449977705e+00 4.9535595383e-02
1.3499030930e-01 9.7062605332e+00 4.9437144938e-02
1.4726215560e-01 9.6639634028e+00 4.9329421301e-02
1.5953400190e-01 9.6181410789e+00 4.9212452100e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9306975617e+00 5.0005519341e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9306975617e+00 5.0005519341e-02
1.2271846300e-02 9.9288268034e+00 5.0000813644e-02
2.4543692600e-02 9.9232110597e+00 4.9986686186e-02
3.6815538900e-02 9.9138553266e+00 4.9963141756e-02
4.9087385200e-02 9.9007673336e+00 4.9930186233e-02
6.1359231500e-02 9.8839584605e+00 4.9887829582e-02
7.3631077800e-02 9.8634409267e+00 4.9836078694e-02
8.5902924100e-02 9.8392339477e+00 4.9774952723e-02
9.8174770400e-02 9.8113562688e+00 4.9704464041e-02
1.1044661670e-01 9.7798317174e+00 4.9624633167e-02
1.2271846300e-01 9.7446860585e+00 4.9535480151e-02
1.3499030930e-01 9.7059491079e+00 4.9437030215e-02
1.4726215560e-01 9.6636522960e+00 4.9329307141e-02
1.5953400190e-01 9.6178303191e+00 4.9212338541e-02
