time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48836272675095103e+01 2.97668320716802191e+03 2.99156683443553129e+03 8.18821231263033855e-02
1.22718463000000000e-02 1.48808489597018383e+01 2.97668598374124986e+03 2.99156683270095164e+03 8.19502475488589899e-02
2.45436926000000000e-02 1.48724633107801694e+01 2.97669437012426170e+03 2.99156683343504164e+03 8.22203968165822890e-02
3.68155389000000000e-02 1.48584731689170262e+01 2.97670836004981902e+03 2.99156683321873606e+03 8.26907603786872225e-02
4.90873851999999999e-02 1.48388912103802664e+01 2.97672794114534736e+03 2.99156683235572746e+03 8.33577789019181448e-02
6.13592314999999999e-02 1.48137340319981963e+01 2.97675309622182704e+03 2.99156683025382517e+03 8.42169597077957743e-02
7.36310777999999999e-02 1.47830222151245181e+01 2.97678380447968266e+03 2.99156682669480733e+03 8.52618121608780671e-02
8.59029240999999999e-02 1.47467862096435400e+01 2.97682003878340129e+03 2.99156682499304497e+03 8.64847851038577919e-02
9.81747703999999999e-02 1.47050542441235965e+01 2.97686176906105175e+03 2.99156682330517515e+03 8.78785527293151764e-02
1.10446616700000000e-01 1.46578578604241727e+01 2.97690896270306212e+03 2.99156682056348609e+03 8.94346222963553344e-02
1.22718463000000000e-01 1.46052379725793458e+01 2.97696158011961688e+03 2.99156681809219617e+03 9.11439327076540851e-02
1.34990309300000000e-01 1.45472376955977651e+01 2.97701957746232711e+03 2.99156681515792479e+03 9.29978409442864251e-02
1.47262155600000000e-01 1.44839050573075703e+01 2.97708290591612149e+03 2.99156681097342926e+03 9.49880282803312742e-02
1.59534001900000000e-01 1.44152940721794600e+01 2.97715151179218356e+03 2.99156680586436323e+03 9.71057083005342631e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 0.00000000000000000e+00 2.97668320716802191e+03 2.97668320716802191e+03 8.18821231263034272e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48786699072493285e+01 2.97668320716802191e+03 2.99156187707527124e+03 8.18821231263034272e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48786699072493285e+01 2.97668320716802191e+03 2.99156187707527124e+03 8.18821231263034272e-02
1.22718463000000000e-02 1.48758928389208513e+01 2.97668598377320131e+03 2.99156187661212198e+03 8.18821231263032606e-02
2.45436926000000000e-02 1.48675074785782062e+01 2.97669436886249741e+03 2.99156187634107573e+03 8.18821231263034827e-02
3.68155389000000000e-02 1.48535195546769803e+01 2.97670835601029648e+03 2.99156187556497343e+03 8.18821231263034827e-02
4.90873851999999999e-02 1.48339403169681709e+01 2.97672793407497966e+03 2.99156187439194764e+03 8.18821231263034133e-02
6.13592314999999999e-02 1.48087865874099780e+01 2.97675308637232501e+03 2.99156187295973496e+03 8.18821231263034410e-02
7.36310777999999999e-02 1.47780800804206880e+01 2.97678379092601062e+03 2.99156187100643137e+03 8.18821231263038435e-02
8.59029240999999999e-02 1.47418480460751127e+01 2.97682002094398558e+03 2.99156186899006070e+03 8.18821231263035521e-02
9.81747703999999999e-02 1.47001201274164064e+01 2.97686174667657815e+03 2.99156186680399469e+03 8.18821231263033716e-02
1.10446616700000000e-01 1.46529296140413070e+01 2.97690893447637882e+03 2.99156186409041993e+03 8.18821231263033439e-02
1.22718463000000000e-01 1.46003156662184974e+01 2.97696154545020363e+03 2.99156186111642228e+03 8.18821231263029553e-02
1.34990309300000000e-01 1.45423220891239815e+01 2.97701953575364860e+03 2.99156185784277250e+03 8.18821231263039406e-02
1.47262155600000000e-01 1.44789972233820876e+01 2.97708285692639038e+03 2.99156185414977244e+03 8.18821231263038296e-02
1.59534001900000000e-01 1.44103944971596345e+01 2.97715145589456733e+03 2.99156185039172715e+03 8.18821231263025251e-02
