                      ranks  Wall tot
=====================================
total...............      1  0.002064

                      ranks  Wall max  Wall min  Wall avg
=========================================================
total...............      1  0.002064  0.002064  0.002064
initialize..........      1  0.001336  0.001336  0.001336
loadBalance.........      1         0         0         0
particlesCreation...      1 0.0004379 0.0004379 0.0004379
solveWarmup.........      1 6.016e-05 6.016e-05 6.016e-05
solve...............      1 0.0003219 0.0003219 0.0003219
dumpData............      1 0.0004213 0.0004213 0.0004213
pushVelocity........      1 1.398e-05 1.398e-05 1.398e-05
pushPosition........      1   5.6e-06   5.6e-06   5.6e-06
update..............      1 1.967e-05 1.967e-05 1.967e-05
particleBC..........      1 1.728e-05 1.728e-05 1.728e-05
updateParticle......      1  4.33e-07  4.33e-07  4.33e-07
