num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
16,512,1073741824,type1,0,479.782151
16,512,1073741824,type1,1,477.986681
16,512,1073741824,type1,2,477.629410
16,512,1073741824,type1,3,473.999215
16,512,1073741824,type1,4,478.835167
16,512,1073741824,type1,5,478.599302
16,512,1073741824,type1,6,479.804226
16,512,1073741824,type1,7,479.702629
16,512,1073741824,type1,8,481.226359
16,512,1073741824,type1,9,478.586209
16,512,1073741824,type2,0,188.935669
16,512,1073741824,type2,1,189.869749
16,512,1073741824,type2,2,192.136392
16,512,1073741824,type2,3,184.303570
16,512,1073741824,type2,4,183.428913
16,512,1073741824,type2,5,180.192881
16,512,1073741824,type2,6,181.977147
16,512,1073741824,type2,7,184.427027
16,512,1073741824,type2,8,177.764089
16,512,1073741824,type2,9,182.803524
