time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9322194620e+00 5.0006767907e-02
1.2271846300e-02 9.9302818874e+00 5.0001893049e-02
2.4543692600e-02 9.9245988976e+00 4.9987596087e-02
3.6815538900e-02 9.9151755651e+00 4.9963880804e-02
4.9087385200e-02 9.9020193215e+00 4.9930753467e-02
6.1359231500e-02 9.8851412539e+00 4.9888222830e-02
7.3631077800e-02 9.8645555268e+00 4.9836300130e-02
8.5902924100e-02 9.8402797488e+00 4.9774999081e-02
9.8174770400e-02 9.8123336689e+00 4.9704335872e-02
1.1044661670e-01 9.7807399113e+00 4.9624329161e-02
1.2271846300e-01 9.7455256668e+00 4.9535000072e-02
1.3499030930e-01 9.7067191289e+00 4.9436372187e-02
1.4726215560e-01 9.6643532973e+00 4.9328471538e-02
1.5953400190e-01 9.6184634175e+00 4.9211326603e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9313931238e+00 5.0006297225e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9313931238e+00 5.0006297225e-02
1.2271846300e-02 9.9294555485e+00 5.0001422466e-02
2.4543692600e-02 9.9237728685e+00 4.9987125797e-02
3.6815538900e-02 9.9143497376e+00 4.9963411002e-02
4.9087385200e-02 9.9011939015e+00 4.9930284349e-02
6.1359231500e-02 9.8843164632e+00 4.9887754591e-02
7.3631077800e-02 9.8637314421e+00 4.9835832964e-02
8.5902924100e-02 9.8394563051e+00 4.9774533182e-02
9.8174770400e-02 9.8115109337e+00 4.9703871433e-02
1.1044661670e-01 9.7799182533e+00 4.9623866376e-02
1.2271846300e-01 9.7447049425e+00 4.9534539134e-02
1.3499030930e-01 9.7058997663e+00 4.9435913288e-02
1.4726215560e-01 9.6635351805e+00 4.9328014869e-02
1.5953400190e-01 9.6176466273e+00 4.9210872353e-02
