time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9374607856e+00 5.0009880291e-02
1.2271846300e-02 9.9356589948e+00 5.0005353274e-02
2.4543692600e-02 9.9301101868e+00 4.9991403466e-02
3.6815538900e-02 9.9208188911e+00 4.9968034574e-02
4.9087385200e-02 9.9077959327e+00 4.9935252801e-02
6.1359231500e-02 9.8910493737e+00 4.9893066827e-02
7.3631077800e-02 9.8705945881e+00 4.9841487814e-02
8.5902924100e-02 9.8464507790e+00 4.9780529416e-02
9.8174770400e-02 9.8186353482e+00 4.9710207754e-02
1.1044661670e-01 9.7871719482e+00 4.9630541414e-02
1.2271846300e-01 9.7520853060e+00 4.9541551452e-02
1.3499030930e-01 9.7134041802e+00 4.9443261383e-02
1.4726215560e-01 9.6711594659e+00 4.9335697174e-02
1.5953400190e-01 9.6253860991e+00 4.9218887231e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9341552746e+00 5.0007997465e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9341552746e+00 5.0007997465e-02
1.2271846300e-02 9.9323536071e+00 5.0003470831e-02
2.4543692600e-02 9.9268056504e+00 4.9989522187e-02
3.6815538900e-02 9.9175167179e+00 4.9966155245e-02
4.9087385200e-02 9.9044950884e+00 4.9933376202e-02
6.1359231500e-02 9.8877511687e+00 4.9891193743e-02
7.3631077800e-02 9.8672992129e+00 4.9839619033e-02
8.5902924100e-02 9.8431571594e+00 4.9778665716e-02
9.8174770400e-02 9.8153445905e+00 4.9708349911e-02
1.1044661670e-01 9.7838841408e+00 4.9628690208e-02
1.2271846300e-01 9.7488018129e+00 4.9539707659e-02
1.3499030930e-01 9.7101257229e+00 4.9441425777e-02
1.4726215560e-01 9.6678867845e+00 4.9333870523e-02
1.5953400190e-01 9.6221201060e+00 4.9217070304e-02
