                      ranks  Wall tot
=====================================
mainTimer...........    256     3.431

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........    256     3.431     3.431     3.431
particlesCreation...    256         0         0         0
dumpData............    256   0.04324   0.01966   0.03282
kick................    256 0.0001923 9.008e-05 0.0001256
drift...............    256 8.057e-05 4.147e-05 5.734e-05
initializeShapeFunc.    256         0         0         0
findInternal........    256         0         0         0
findPeriodic........    256         0         0         0
NativeNUFFT::init...    256         0         0         0
particleBC..........    256 0.0001627 8.326e-05 0.0001199
updateParticle......    256    0.9502    0.1973    0.5995
locateParticles.....    256  0.007174  0.005976  0.006556
sendPreprocess......    256  0.003679  0.002423  0.003109
particleSend........    256  0.008553  0.007745  0.008116
particleRecv........    256 0.0005025 0.0003525 0.0004204
particleDestroy.....    256  0.008335  0.006502  0.007135
ScatterPIFNUFFT.....    256     2.061     1.308     1.659
NativeNUFFT1........    256     2.055     1.301     1.651
scatterTimerNUFFT1..    256     1.649    0.8324     1.222
binSort.............    256   0.03401   0.02608   0.02855
binComputeKeys......    256   0.00276  0.002168  0.002464
binSortByKey........    256   0.02662   0.02213   0.02418
binComputeOffsets...    256  0.006467  0.001654  0.001868
FFTNUFFT1...........    256    0.5725    0.3136    0.4285
TwiddleAdd..........    256  0.001394 0.0002569 0.0003037
subFFTs.............    256    0.5719    0.3132     0.428
deconvolutionNUFFT1.    256 0.0007956 0.0005624   0.00059
GatherPIFNUFFT......    256     1.144     1.118      1.13
NativeNUFFT2........    256     1.136     1.109     1.122
PrecorrectionNUFFT2.    256  0.005342  0.004071  0.004722
FFTNUFFT2...........    256    0.9105    0.8742    0.8949
subIFFTs............    256    0.9085     0.872    0.8928
StridedWrite........    256   0.00112 0.0007505 0.0008766
GatherNUFFT2........    256    0.1256   0.08837    0.1026
