time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9187684056e+00 4.9972827485e-02
1.2271846300e-02 9.9168954089e+00 4.9968111613e-02
2.4543692600e-02 9.9112823696e+00 4.9953979478e-02
3.6815538900e-02 9.9019331686e+00 4.9930434819e-02
4.9087385200e-02 9.8888562524e+00 4.9897483862e-02
6.1359231500e-02 9.8720617397e+00 4.9855135316e-02
7.3631077800e-02 9.8515640421e+00 4.9803400368e-02
8.5902924100e-02 9.8273804450e+00 4.9742292687e-02
9.8174770400e-02 9.7995306265e+00 4.9671828411e-02
1.1044661670e-01 9.7680381719e+00 4.9592026151e-02
1.2271846300e-01 9.7329293276e+00 4.9502906978e-02
