num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
16,512,1073741824,type1,0,2442.580950
16,512,1073741824,type1,1,2431.073161
16,512,1073741824,type1,2,2449.266424
16,512,1073741824,type1,3,2450.971110
16,512,1073741824,type1,4,2431.492094
16,512,1073741824,type1,5,2430.453567
16,512,1073741824,type1,6,2433.557389
16,512,1073741824,type1,7,2425.260979
16,512,1073741824,type1,8,2421.744808
16,512,1073741824,type1,9,2434.508837
16,512,1073741824,type2,0,636.248787
16,512,1073741824,type2,1,633.829657
16,512,1073741824,type2,2,627.252677
16,512,1073741824,type2,3,635.807088
16,512,1073741824,type2,4,650.919302
16,512,1073741824,type2,5,624.437627
16,512,1073741824,type2,6,634.404565
16,512,1073741824,type2,7,655.790768
16,512,1073741824,type2,8,633.544283
16,512,1073741824,type2,9,625.827798
