time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9313064908e+00 5.0002183839e-02
1.2271846300e-02 9.9293051942e+00 4.9997149255e-02
2.4543692600e-02 9.9235587288e+00 4.9982690960e-02
3.6815538900e-02 9.9140731317e+00 4.9958818802e-02
4.9087385200e-02 9.9008580893e+00 4.9925541102e-02
6.1359231500e-02 9.8839205477e+00 4.9882857546e-02
7.3631077800e-02 9.8632763551e+00 4.9830784868e-02
8.5902924100e-02 9.8389452203e+00 4.9769338580e-02
9.8174770400e-02 9.8109450804e+00 4.9698532867e-02
1.1044661670e-01 9.7792992125e+00 4.9618386356e-02
1.2271846300e-01 9.7440340658e+00 4.9528918522e-02
1.3499030930e-01 9.7051802199e+00 4.9430160882e-02
1.4726215560e-01 9.6627676614e+00 4.9322128868e-02
1.5953400190e-01 9.6168339568e+00 4.9204856208e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9300541329e+00 5.0001713201e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9300541329e+00 5.0001713201e-02
1.2271846300e-02 9.9280528095e+00 4.9996678717e-02
2.4543692600e-02 9.9223064715e+00 4.9982220719e-02
3.6815538900e-02 9.9128212299e+00 4.9958349052e-02
4.9087385200e-02 9.8996065527e+00 4.9925072040e-02
6.1359231500e-02 9.8826695945e+00 4.9882389366e-02
7.3631077800e-02 9.8620263554e+00 4.9830317768e-02
8.5902924100e-02 9.8376957686e+00 4.9768872746e-02
9.8174770400e-02 9.8096964243e+00 4.9698068501e-02
1.1044661670e-01 9.7780517242e+00 4.9617923655e-02
1.2271846300e-01 9.7427873464e+00 4.9528457661e-02
1.3499030930e-01 9.7039350438e+00 4.9429702081e-02
1.4726215560e-01 9.6615236674e+00 4.9321672308e-02
1.5953400190e-01 9.6155907921e+00 4.9204402058e-02
