num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,512,1073741824,type1,0,392.674364
64,512,1073741824,type1,1,392.599364
64,512,1073741824,type1,2,395.006241
64,512,1073741824,type1,3,393.814133
64,512,1073741824,type1,4,393.377367
64,512,1073741824,type1,5,393.513437
64,512,1073741824,type1,6,392.821795
64,512,1073741824,type1,7,394.074884
64,512,1073741824,type1,8,392.694324
64,512,1073741824,type1,9,391.678756
64,512,1073741824,type2,0,262.309467
64,512,1073741824,type2,1,261.438187
64,512,1073741824,type2,2,261.936661
64,512,1073741824,type2,3,261.618119
64,512,1073741824,type2,4,260.613950
64,512,1073741824,type2,5,260.017700
64,512,1073741824,type2,6,262.225624
64,512,1073741824,type2,7,260.905901
64,512,1073741824,type2,8,261.014627
64,512,1073741824,type2,9,260.755184
