                      ranks  Wall tot
=====================================
mainTimer...........     16     11.18

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........     16     11.18     11.18     11.18
particlesCreation...     16         0         0         0
dumpData............     16    0.2017   0.03715    0.1145
kick................     16   0.02305   0.02033   0.02166
drift...............     16   0.01136   0.01007   0.01069
particleBC..........     16   0.03222   0.02987   0.03096
initializeShapeFunc.     16         0         0         0
findInternal........     16         0         0         0
findPeriodic........     16         0         0         0
NativeNUFFT::init...     16         0         0         0
updateParticle......     16    0.1249    0.1192    0.1217
locateParticles.....     16   0.03368   0.02822   0.03094
sendPreprocess......     16   0.01116   0.00117  0.006401
particleSend........     16  0.009596  0.008744  0.009202
particleRecv........     16 0.0002569 0.0001969 0.0002274
particleDestroy.....     16   0.06786   0.05599   0.06164
ScatterPIFNUFFT.....     16     1.916     1.895     1.906
NativeNUFFT1........     16     1.885     1.865     1.876
scatterTimerNUFFT1..     16     0.818    0.8023    0.8095
binSort.............     16   0.07349   0.06922   0.07151
binComputeKeys......     16  0.005645  0.005017  0.005363
binSortByKey........     16   0.06613   0.06213   0.06429
binComputeOffsets...     16  0.002078  0.001753  0.001825
FFTNUFFT1...........     16     1.078     1.048     1.062
deconvolutionNUFFT1.     16   0.00417  0.003437  0.003743
GatherPIFNUFFT......     16     9.035     8.866      8.96
NativeNUFFT2........     16      8.93     8.765     8.857
PrecorrectionNUFFT2.     16   0.02062   0.01829   0.01946
FFTNUFFT2...........     16     3.424     3.061     3.237
GatherNUFFT2........     16     5.848     5.333       5.6
