num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
32,512,1073741824,type1,0,1249.596493
32,512,1073741824,type1,1,1253.289260
32,512,1073741824,type1,2,1252.042361
32,512,1073741824,type1,3,1252.466740
32,512,1073741824,type1,4,1251.383637
32,512,1073741824,type1,5,1251.877431
32,512,1073741824,type1,6,1251.953738
32,512,1073741824,type1,7,1253.223867
32,512,1073741824,type1,8,1249.867166
32,512,1073741824,type1,9,1252.749845
32,512,1073741824,type2,0,338.722357
32,512,1073741824,type2,1,336.441674
32,512,1073741824,type2,2,336.548982
32,512,1073741824,type2,3,338.404952
32,512,1073741824,type2,4,335.982991
32,512,1073741824,type2,5,336.915122
32,512,1073741824,type2,6,336.166752
32,512,1073741824,type2,7,335.372552
32,512,1073741824,type2,8,334.657659
32,512,1073741824,type2,9,334.819114
