time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9417426820e+00 5.0025119673e-02
1.2271846300e-02 9.9397571617e+00 5.0020127506e-02
2.4543692600e-02 9.9340290689e+00 5.0005719601e-02
3.6815538900e-02 9.9245587842e+00 4.9981891746e-02
4.9087385200e-02 9.9113544985e+00 4.9948651481e-02
6.1359231500e-02 9.8944251706e+00 4.9906003449e-02
7.3631077800e-02 9.8737874279e+00 4.9853970239e-02
8.5902924100e-02 9.8494574516e+00 4.9792554702e-02
9.8174770400e-02 9.8214585700e+00 4.9721781623e-02
1.1044661670e-01 9.7898100989e+00 4.9641664782e-02
1.2271846300e-01 9.7545382237e+00 4.9552222140e-02
1.3499030930e-01 9.7156758637e+00 4.9453485196e-02
1.4726215560e-01 9.6732566923e+00 4.9345477968e-02
1.5953400190e-01 9.6273109313e+00 4.9228221416e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9397281678e+00 5.0024648818e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9397281678e+00 5.0024648818e-02
1.2271846300e-02 9.9377430563e+00 5.0019656752e-02
2.4543692600e-02 9.9320149659e+00 5.0005249146e-02
3.6815538900e-02 9.9225449971e+00 4.9981421784e-02
4.9087385200e-02 9.9093408765e+00 4.9948182211e-02
6.1359231500e-02 9.8924117137e+00 4.9905535073e-02
7.3631077800e-02 9.8717751272e+00 4.9853502947e-02
8.5902924100e-02 9.8474457618e+00 4.9792088693e-02
9.8174770400e-02 9.8194476611e+00 4.9721317079e-02
1.1044661670e-01 9.7878007352e+00 4.9641201896e-02
1.2271846300e-01 9.7525301227e+00 4.9551761105e-02
1.3499030930e-01 9.7136693913e+00 4.9453026218e-02
1.4726215560e-01 9.6712509961e+00 4.9345021239e-02
1.5953400190e-01 9.6253060995e+00 4.9227767097e-02
