time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9246297538e+00 4.9937881658e-02
1.2271846300e-02 9.9223923927e+00 4.9932272585e-02
2.4543692600e-02 9.9164241127e+00 4.9917268727e-02
3.6815538900e-02 9.9067191633e+00 4.9892856444e-02
4.9087385200e-02 9.8932991912e+00 4.9859048717e-02
6.1359231500e-02 9.8761709882e+00 4.9815846463e-02
7.3631077800e-02 9.8553584344e+00 4.9763291974e-02
8.5902924100e-02 9.8308581087e+00 4.9701353523e-02
9.8174770400e-02 9.8027078386e+00 4.9630092512e-02
1.1044661670e-01 9.7709176800e+00 4.9549500053e-02
1.2271846300e-01 9.7355088337e+00 4.9459583063e-02
1.3499030930e-01 9.6965258112e+00 4.9360406889e-02
1.4726215560e-01 9.6539887802e+00 4.9251951667e-02
1.5953400190e-01 9.6079511112e+00 4.9134292021e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9114138426e+00 4.9930361480e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9114138426e+00 4.9930361480e-02
1.2271846300e-02 9.9091791557e+00 4.9924754103e-02
2.4543692600e-02 9.9032157423e+00 4.9909755036e-02
3.6815538900e-02 9.8935233288e+00 4.9885350637e-02
4.9087385200e-02 9.8801137840e+00 4.9851553889e-02
6.1359231500e-02 9.8629932643e+00 4.9808365730e-02
7.3631077800e-02 9.8421876638e+00 4.9755828436e-02
8.5902924100e-02 9.8176961037e+00 4.9693910336e-02
9.8174770400e-02 9.7895566296e+00 4.9622672750e-02
1.1044661670e-01 9.7577810871e+00 4.9542106765e-02
1.2271846300e-01 9.7223910533e+00 4.9452219378e-02
1.3499030930e-01 9.6834326736e+00 4.9353076011e-02
1.4726215560e-01 9.6409207104e+00 4.9244656482e-02
1.5953400190e-01 9.5949087267e+00 4.9127035673e-02
