num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
1024,512,1073741824,type1,0,129.353586
1024,512,1073741824,type1,1,127.551941
1024,512,1073741824,type1,2,127.552664
1024,512,1073741824,type1,3,6027.216781
1024,512,1073741824,type1,4,124.622781
1024,512,1073741824,type1,5,122.939616
1024,512,1073741824,type1,6,122.938796
1024,512,1073741824,type1,7,124.079092
1024,512,1073741824,type1,8,120.596134
1024,512,1073741824,type1,9,122.601410
1024,512,1073741824,type2,0,98.272388
1024,512,1073741824,type2,1,95.358800
1024,512,1073741824,type2,2,11100.834799
1024,512,1073741824,type2,3,99.330136
1024,512,1073741824,type2,4,8585.782109
1024,512,1073741824,type2,5,97.400616
1024,512,1073741824,type2,6,96.760796
1024,512,1073741824,type2,7,99.637549
1024,512,1073741824,type2,8,106.542809
1024,512,1073741824,type2,9,113.658933
