time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9196005469e+00 4.9974909343e-02
1.2271846300e-02 9.9177417116e+00 4.9970229236e-02
2.4543692600e-02 9.9121434473e+00 4.9956135092e-02
3.6815538900e-02 9.9028084899e+00 4.9932627462e-02
4.9087385200e-02 9.8897458084e+00 4.9899713994e-02
6.1359231500e-02 9.8729649419e+00 4.9857402035e-02
7.3631077800e-02 9.8524802875e+00 4.9805702579e-02
8.5902924100e-02 9.8283104090e+00 4.9744632755e-02
9.8174770400e-02 9.8004727960e+00 4.9674202917e-02
1.1044661670e-01 9.7689925498e+00 4.9594435757e-02
1.2271846300e-01 9.7338955528e+00 4.9505351210e-02
1.3499030930e-01 9.6952110005e+00 4.9406974864e-02
1.4726215560e-01 9.6529699444e+00 4.9299329006e-02
1.5953400190e-01 9.6072080586e+00 4.9182442964e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9187744893e+00 4.9974438961e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9187744893e+00 4.9974438961e-02
1.2271846300e-02 9.9169157725e+00 4.9969758952e-02
2.4543692600e-02 9.9113175925e+00 4.9955665100e-02
3.6815538900e-02 9.9019829824e+00 4.9932157958e-02
4.9087385200e-02 9.8889205782e+00 4.9899245171e-02
6.1359231500e-02 9.8721403119e+00 4.9856934089e-02
7.3631077800e-02 9.8516562201e+00 4.9805235706e-02
8.5902924100e-02 9.8274870714e+00 4.9744167146e-02
9.8174770400e-02 9.7996503958e+00 4.9673738771e-02
1.1044661670e-01 9.7681711345e+00 4.9593973265e-02
1.2271846300e-01 9.7330750506e+00 4.9504890562e-02
1.3499030930e-01 9.6943917760e+00 4.9406516258e-02
1.4726215560e-01 9.6521520452e+00 4.9298872624e-02
1.5953400190e-01 9.6063913641e+00 4.9181989013e-02
