time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9338582086e+00 5.0000846551e-02
1.2271846300e-02 9.9320680630e+00 4.9996343312e-02
2.4543692600e-02 9.9265360273e+00 4.9982422977e-02
3.6815538900e-02 9.9172638434e+00 4.9959089215e-02
4.9087385200e-02 9.9042599500e+00 4.9926348174e-02
6.1359231500e-02 9.8875380285e+00 4.9884208496e-02
7.3631077800e-02 9.8671081840e+00 4.9832681305e-02
8.5902924100e-02 9.8429897040e+00 4.9771780200e-02
9.8174770400e-02 9.8152015105e+00 4.9701521253e-02
1.1044661670e-01 9.7837675377e+00 4.9621923001e-02
1.2271846300e-01 9.7487148739e+00 4.9533006444e-02
1.3499030930e-01 9.7100713462e+00 4.9434795035e-02
1.4726215560e-01 9.6678695982e+00 4.9327314681e-02
1.5953400190e-01 9.6221449788e+00 4.9210593722e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9305519328e+00 4.9998964065e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9305519328e+00 4.9998964065e-02
1.2271846300e-02 9.9287628437e+00 4.9994461208e-02
