                      ranks  Wall tot
=====================================
mainTimer...........    512     2.306

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........    512     2.306     2.306     2.306
particlesCreation...    512         0         0         0
dumpData............    512   0.04018   0.02533   0.03491
kick................    512 0.0001808 9.427e-05 0.0001192
drift...............    512 7.309e-05 4.096e-05 5.431e-05
initializeShapeFunc.    512         0         0         0
findInternal........    512         0         0         0
findPeriodic........    512         0         0         0
NativeNUFFT::init...    512         0         0         0
particleBC..........    512 0.0001622 8.368e-05  0.000113
updateParticle......    512    0.4658     0.103    0.2524
locateParticles.....    512  0.004416  0.003601  0.004005
sendPreprocess......    512  0.003665  0.002678  0.003211
particleSend........    512  0.008492  0.007592  0.008064
particleRecv........    512 0.0008558 0.0005959 0.0006696
particleDestroy.....    512  0.005806  0.004073  0.004711
ScatterPIFNUFFT.....    512     1.252    0.8872     1.101
NativeNUFFT1........    512     1.245    0.8797     1.095
scatterTimerNUFFT1..    512    0.7763     0.285    0.5899
binSort.............    512   0.02073   0.01541    0.0172
binComputeKeys......    512  0.001693  0.001343  0.001493
binSortByKey........    512   0.01781   0.01282   0.01439
binComputeOffsets...    512   0.00144  0.001202  0.001287
FFTNUFFT1...........    512    0.6673    0.3663    0.5045
TwiddleAdd..........    512  0.001151 0.0002529 0.0002887
subFFTs.............    512    0.6669    0.3658    0.5041
deconvolutionNUFFT1.    512 0.0008095 0.0003506  0.000381
GatherPIFNUFFT......    512    0.9184     0.903    0.9089
NativeNUFFT2........    512    0.9121     0.897    0.9026
PrecorrectionNUFFT2.    512  0.002949  0.002247  0.002608
FFTNUFFT2...........    512    0.8195    0.7966    0.8094
subIFFTs............    512    0.8179    0.7949    0.8077
StridedWrite........    512  0.001004 0.0007255 0.0008288
GatherNUFFT2........    512   0.09678   0.06564   0.07914
