num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
256,1024,8589934592,type1,0,303.170656
256,1024,8589934592,type1,1,302.514217
256,1024,8589934592,type1,2,306.828040
256,1024,8589934592,type1,3,300.692607
256,1024,8589934592,type1,4,302.676452
256,1024,8589934592,type1,5,303.042160
256,1024,8589934592,type1,6,304.984184
256,1024,8589934592,type1,7,304.333801
256,1024,8589934592,type1,8,303.826265
256,1024,8589934592,type1,9,306.772370
256,1024,8589934592,type2,0,159.953250
256,1024,8589934592,type2,1,156.262742
256,1024,8589934592,type2,2,159.868883
256,1024,8589934592,type2,3,160.412607
256,1024,8589934592,type2,4,161.126856
256,1024,8589934592,type2,5,159.066377
256,1024,8589934592,type2,6,167.187424
256,1024,8589934592,type2,7,155.954340
256,1024,8589934592,type2,8,160.676912
256,1024,8589934592,type2,9,157.785714
