time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9392675012e+00 5.0024503635e-02
1.2271846300e-02 9.9373350969e+00 5.0019643721e-02
2.4543692600e-02 9.9316553921e+00 5.0005359767e-02
3.6815538900e-02 9.9222326654e+00 4.9981655554e-02
4.9087385200e-02 9.9090754894e+00 4.9948537349e-02
6.1359231500e-02 9.8921941859e+00 4.9906013906e-02
7.3631077800e-02 9.8716035056e+00 4.9854096460e-02
8.5902924100e-02 9.8473199572e+00 4.9792798728e-02
9.8174770400e-02 9.8193637850e+00 4.9722136897e-02
1.1044661670e-01 9.7877584727e+00 4.9642129631e-02
1.2271846300e-01 9.7525306938e+00 4.9552798051e-02
