num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,512,1073741824,type1,0,142.873136
512,512,1073741824,type1,1,142.233331
512,512,1073741824,type1,2,139.453380
512,512,1073741824,type1,3,139.189126
512,512,1073741824,type1,4,3480.234329
512,512,1073741824,type1,5,142.590845
512,512,1073741824,type1,6,136.822225
512,512,1073741824,type1,7,137.918598
512,512,1073741824,type1,8,145.947003
512,512,1073741824,type1,9,139.150863
512,512,1073741824,type2,0,88.111691
512,512,1073741824,type2,1,92.058443
512,512,1073741824,type2,2,91.695234
512,512,1073741824,type2,3,87.772457
512,512,1073741824,type2,4,90.790401
512,512,1073741824,type2,5,90.289373
512,512,1073741824,type2,6,89.676744
512,512,1073741824,type2,7,91.207385
512,512,1073741824,type2,8,90.862545
512,512,1073741824,type2,9,87.256529
