                      ranks  Wall tot
=====================================
mainTimer...........     16     25.49

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........     16     25.49     25.49     25.49
particlesCreation...     16         0         0         0
dumpData............     16    0.3933   0.07457    0.2409
kick................     16   0.05565   0.04887   0.05209
drift...............     16   0.02735   0.02388   0.02546
particleBC..........     16   0.07801    0.0716   0.07449
initializeShapeFunc.     16         0         0         0
findInternal........     16         0         0         0
findPeriodic........     16         0         0         0
NativeNUFFT::init...     16         0         0         0
updateParticle......     16    0.2577    0.2438     0.251
locateParticles.....     16    0.0741   0.06165   0.06792
sendPreprocess......     16   0.02435 0.0005637   0.01295
particleSend........     16   0.01301   0.01201   0.01263
particleRecv........     16 0.0002079 0.0001328 0.0001559
particleDestroy.....     16    0.1511    0.1261    0.1381
ScatterPIFNUFFT.....     16     3.809     3.759      3.78
NativeNUFFT1........     16     3.736     3.686     3.708
scatterTimerNUFFT1..     16     1.326     1.313     1.318
binSort.............     16    0.1692    0.1564    0.1631
binComputeKeys......     16   0.01339   0.01232   0.01278
binSortByKey........     16    0.1527    0.1408     0.147
binComputeOffsets...     16  0.003455  0.003163  0.003326
FFTNUFFT1...........     16     2.412     2.358     2.382
deconvolutionNUFFT1.     16  0.008761  0.007109  0.007905
GatherPIFNUFFT......     16      21.2     20.88     21.03
NativeNUFFT2........     16     20.95     20.64     20.79
PrecorrectionNUFFT2.     16   0.04305   0.03828    0.0406
FFTNUFFT2...........     16     7.721     7.071     7.405
GatherNUFFT2........     16     13.83      12.9     13.35
