num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
256,512,1073741824,type1,0,43.916625
256,512,1073741824,type1,1,45.950168
256,512,1073741824,type1,2,46.030113
256,512,1073741824,type1,3,45.285794
256,512,1073741824,type1,4,43.130566
256,512,1073741824,type1,5,42.627238
256,512,1073741824,type1,6,43.098227
256,512,1073741824,type1,7,44.379353
256,512,1073741824,type1,8,43.318219
256,512,1073741824,type1,9,44.562204
256,512,1073741824,type2,0,24.710640
256,512,1073741824,type2,1,24.672336
256,512,1073741824,type2,2,25.442430
256,512,1073741824,type2,3,26.620680
256,512,1073741824,type2,4,24.833034
256,512,1073741824,type2,5,24.782508
256,512,1073741824,type2,6,25.394285
256,512,1073741824,type2,7,28.645528
256,512,1073741824,type2,8,24.810980
256,512,1073741824,type2,9,24.904201
