time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9408478251e+00 4.9977840731e-02
1.2271846300e-02 9.9387907721e+00 4.9972682076e-02
2.4543692600e-02 9.9329985902e+00 4.9958113437e-02
3.6815538900e-02 9.9234681345e+00 4.9934128880e-02
4.9087385200e-02 9.9102050655e+00 4.9900732645e-02
6.1359231500e-02 9.8932227275e+00 4.9857948493e-02
7.3631077800e-02 9.8725470640e+00 4.9805797816e-02
8.5902924100e-02 9.8481785903e+00 4.9744252152e-02
9.8174770400e-02 9.8201556666e+00 4.9673367576e-02
1.1044661670e-01 9.7884843389e+00 4.9593135000e-02
1.2271846300e-01 9.7531944709e+00 4.9503583681e-02
1.3499030930e-01 9.7143274435e+00 4.9404751349e-02
1.4726215560e-01 9.6718996840e+00 4.9296645854e-02
1.5953400190e-01 9.6259473742e+00 4.9179310602e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9276334846e+00 4.9970314535e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9276334846e+00 4.9970314535e-02
1.2271846300e-02 9.9255790902e+00 4.9965157508e-02
2.4543692600e-02 9.9197883988e+00 4.9950593600e-02
3.6815538900e-02 9.9102623283e+00 4.9926616864e-02
4.9087385200e-02 9.8970079125e+00 4.9893231541e-02
6.1359231500e-02 9.8800400098e+00 4.9850461394e-02
7.3631077800e-02 9.8593773274e+00 4.9798327812e-02
8.5902924100e-02 9.8350214651e+00 4.9736802349e-02
9.8174770400e-02 9.8070090650e+00 4.9665941077e-02
1.1044661670e-01 9.7753522313e+00 4.9585734831e-02
1.2271846300e-01 9.7400811607e+00 4.9496213042e-02
1.3499030930e-01 9.7012298337e+00 4.9397413291e-02
1.4726215560e-01 9.6588214581e+00 4.9289343380e-02
1.5953400190e-01 9.6128962693e+00 4.9172046810e-02
