time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9640124378e+00 5.0077618514e-02
1.2271846300e-02 9.9620020125e+00 5.0072571162e-02
2.4543692600e-02 9.9562377348e+00 5.0058089625e-02
3.6815538900e-02 9.9467240345e+00 5.0034177728e-02
4.9087385200e-02 9.9334672481e+00 5.0000841782e-02
6.1359231500e-02 9.9164795090e+00 4.9958090582e-02
7.3631077800e-02 9.8957729295e+00 4.9905935410e-02
8.5902924100e-02 9.8713657822e+00 4.9844390028e-02
9.8174770400e-02 9.8432783442e+00 4.9773470683e-02
1.1044661670e-01 9.8115349190e+00 4.9693196089e-02
1.2271846300e-01 9.7761617941e+00 4.9603587418e-02
1.3499030930e-01 9.7371859829e+00 4.9504668311e-02
1.4726215560e-01 9.6946447804e+00 4.9396464867e-02
1.5953400190e-01 9.6485717011e+00 4.9279005625e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9607040238e+00 5.0075733138e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9607040238e+00 5.0075733138e-02
1.2271846300e-02 9.9586948866e+00 5.0070686190e-02
2.4543692600e-02 9.9529318643e+00 5.0056205842e-02
3.6815538900e-02 9.9434192957e+00 5.0032295918e-02
4.9087385200e-02 9.9301645596e+00 4.9998962727e-02
6.1359231500e-02 9.9131783253e+00 4.9956215067e-02
7.3631077800e-02 9.8924744155e+00 4.9904064219e-02
8.5902924100e-02 9.8680704479e+00 4.9842523944e-02
9.8174770400e-02 9.8399868252e+00 4.9771610483e-02
1.1044661670e-01 9.8082470618e+00 4.9691342545e-02
1.2271846300e-01 9.7728774144e+00 4.9601741308e-02
1.3499030930e-01 9.7339073166e+00 4.9502830410e-02
1.4726215560e-01 9.6913709089e+00 4.9394635940e-02
1.5953400190e-01 9.6453032284e+00 4.9277186434e-02
