num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
1024,1024,8589934592,type1,0,614.128689
1024,1024,8589934592,type1,1,630.225956
1024,1024,8589934592,type1,2,591.948811
1024,1024,8589934592,type1,3,573.484825
1024,1024,8589934592,type1,4,591.186560
1024,1024,8589934592,type1,5,578.559583
1024,1024,8589934592,type1,6,575.786094
1024,1024,8589934592,type1,7,592.118355
1024,1024,8589934592,type1,8,572.364865
1024,1024,8589934592,type1,9,564.730689
1024,1024,8589934592,type2,0,472.681220
1024,1024,8589934592,type2,1,507.605150
1024,1024,8589934592,type2,2,509.783993
1024,1024,8589934592,type2,3,503.394603
1024,1024,8589934592,type2,4,502.163648
1024,1024,8589934592,type2,5,486.025759
1024,1024,8589934592,type2,6,522.613345
1024,1024,8589934592,type2,7,502.073375
1024,1024,8589934592,type2,8,511.088239
1024,1024,8589934592,type2,9,520.637476
