num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,1024,8589934592,type1,0,639.015027
128,1024,8589934592,type1,1,627.746819
128,1024,8589934592,type1,2,662.707695
128,1024,8589934592,type1,3,630.028464
128,1024,8589934592,type1,4,654.906015
128,1024,8589934592,type1,5,630.033761
128,1024,8589934592,type1,6,629.926904
128,1024,8589934592,type1,7,635.465609
128,1024,8589934592,type1,8,631.910086
128,1024,8589934592,type1,9,647.745489
128,1024,8589934592,type2,0,358.376876
128,1024,8589934592,type2,1,341.475501
128,1024,8589934592,type2,2,344.222122
128,1024,8589934592,type2,3,347.017203
128,1024,8589934592,type2,4,344.338353
128,1024,8589934592,type2,5,344.785865
128,1024,8589934592,type2,6,354.498466
128,1024,8589934592,type2,7,350.746035
128,1024,8589934592,type2,8,329.539251
128,1024,8589934592,type2,9,341.647465
