time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9415720308e+00 5.0020309754e-02
1.2271846300e-02 9.9397877197e+00 5.0015833440e-02
2.4543692600e-02 9.9342585593e+00 5.0001940630e-02
3.6815538900e-02 9.9249850947e+00 4.9978622083e-02
4.9087385200e-02 9.9119779527e+00 4.9945888370e-02
6.1359231500e-02 9.8952448281e+00 4.9903747916e-02
7.3631077800e-02 9.8748013813e+00 4.9852210759e-02
8.5902924100e-02 9.8506661529e+00 4.9791292751e-02
9.8174770400e-02 9.8228565088e+00 4.9721009507e-02
1.1044661670e-01 9.7913960306e+00 4.9641375929e-02
1.2271846300e-01 9.7563113784e+00 4.9552419461e-02
1.3499030930e-01 9.7176288695e+00 4.9454156357e-02
1.4726215560e-01 9.6753806645e+00 4.9346614029e-02
1.5953400190e-01 9.6296089123e+00 4.9229836745e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9382664843e+00 5.0018426535e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9382664843e+00 5.0018426535e-02
1.2271846300e-02 9.9364824461e+00 5.0013950603e-02
