time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9232944211e+00 4.9974908942e-02
1.2271846300e-02 9.9215146988e+00 4.9970428691e-02
2.4543692600e-02 9.9159969172e+00 4.9956532296e-02
3.6815538900e-02 9.9067442151e+00 4.9933230409e-02
4.9087385200e-02 9.8937623647e+00 4.9900520930e-02
6.1359231500e-02 9.8770648067e+00 4.9858415333e-02
7.3631077800e-02 9.8566609193e+00 4.9806925273e-02
8.5902924100e-02 9.8325707188e+00 4.9746058673e-02
9.8174770400e-02 9.8048196765e+00 4.9675850567e-02
1.1044661670e-01 9.7734211137e+00 4.9596294778e-02
1.2271846300e-01 9.7384048821e+00 4.9507420262e-02
1.3499030930e-01 9.6998053085e+00 4.9409264671e-02
1.4726215560e-01 9.6576499979e+00 4.9301840531e-02
1.5953400190e-01 9.6119718845e+00 4.9185172759e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9199893532e+00 4.9973027433e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9199893532e+00 4.9973027433e-02
1.2271846300e-02 9.9182109693e+00 4.9968547562e-02
2.4543692600e-02 9.9126930845e+00 4.9954652329e-02
3.6815538900e-02 9.9034420755e+00 4.9931352382e-02
4.9087385200e-02 9.8904625442e+00 4.9898645631e-02
6.1359231500e-02 9.8737660630e+00 4.9856543549e-02
7.3631077800e-02 9.8533659275e+00 4.9805057775e-02
8.5902924100e-02 9.8292781088e+00 4.9744196244e-02
9.8174770400e-02 9.8015305295e+00 4.9673993967e-02
1.1044661670e-01 9.7701363125e+00 4.9594444794e-02
1.2271846300e-01 9.7351243800e+00 4.9505577626e-02
1.3499030930e-01 9.6965293643e+00 4.9407430171e-02
1.4726215560e-01 9.6543786553e+00 4.9300014913e-02
1.5953400190e-01 9.6087061343e+00 4.9183356756e-02
