num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
32,512,1073741824,type1,0,777.821931
32,512,1073741824,type1,1,773.735459
32,512,1073741824,type1,2,776.334985
32,512,1073741824,type1,3,774.250496
32,512,1073741824,type1,4,775.426312
32,512,1073741824,type1,5,775.734320
32,512,1073741824,type1,6,775.212192
32,512,1073741824,type1,7,776.194464
32,512,1073741824,type1,8,774.072852
32,512,1073741824,type1,9,775.455774
32,512,1073741824,type2,0,513.598920
32,512,1073741824,type2,1,513.756824
32,512,1073741824,type2,2,514.080149
32,512,1073741824,type2,3,513.592594
32,512,1073741824,type2,4,515.074656
32,512,1073741824,type2,5,510.753231
32,512,1073741824,type2,6,515.000176
32,512,1073741824,type2,7,510.443078
32,512,1073741824,type2,8,514.206789
32,512,1073741824,type2,9,512.951678
