num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,1024,8589934592,type1,0,185.391466
512,1024,8589934592,type1,1,192.277404
512,1024,8589934592,type1,2,185.535237
512,1024,8589934592,type1,3,187.001638
512,1024,8589934592,type1,4,184.897040
512,1024,8589934592,type1,5,189.404771
512,1024,8589934592,type1,6,187.217054
512,1024,8589934592,type1,7,186.691547
512,1024,8589934592,type1,8,184.400021
512,1024,8589934592,type1,9,184.601963
512,1024,8589934592,type2,0,109.170506
512,1024,8589934592,type2,1,113.178223
512,1024,8589934592,type2,2,109.991452
512,1024,8589934592,type2,3,111.851663
512,1024,8589934592,type2,4,127.327621
512,1024,8589934592,type2,5,116.249412
512,1024,8589934592,type2,6,112.754374
512,1024,8589934592,type2,7,126.618050
512,1024,8589934592,type2,8,115.500721
512,1024,8589934592,type2,9,122.603019
