time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9293821807e+00 5.0001598005e-02
1.2271846300e-02 9.9275132822e+00 4.9996896363e-02
2.4543692600e-02 9.9219000036e+00 4.9982773846e-02
3.6815538900e-02 9.9125474391e+00 4.9959235200e-02
4.9087385200e-02 9.8994632743e+00 4.9926286486e-02
6.1359231500e-02 9.8826585076e+00 4.9883936499e-02
7.3631077800e-02 9.8621462878e+00 4.9832194409e-02
8.5902924100e-02 9.8379447234e+00 4.9771076807e-02
9.8174770400e-02 9.8100734005e+00 4.9700598151e-02
1.1044661670e-01 9.7785558924e+00 4.9620778190e-02
1.2271846300e-01 9.7434176194e+00 4.9531636240e-02
1.3499030930e-01 9.7046885353e+00 4.9433197849e-02
1.4726215560e-01 9.6624003366e+00 4.9325487488e-02
1.5953400190e-01 9.6165877392e+00 4.9208533011e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9290691012e+00 5.0001480347e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9290691012e+00 5.0001480347e-02
1.2271846300e-02 9.9272001973e+00 4.9996778729e-02
2.4543692600e-02 9.9215869513e+00 4.9982656284e-02
3.6815538900e-02 9.9122344349e+00 4.9959117760e-02
4.9087385200e-02 9.8991503978e+00 4.9926169217e-02
6.1359231500e-02 9.8823457600e+00 4.9883819449e-02
7.3631077800e-02 9.8618336794e+00 4.9832077627e-02
8.5902924100e-02 9.8376323087e+00 4.9770960341e-02
9.8174770400e-02 9.8097611937e+00 4.9700482051e-02
1.1044661670e-01 9.7782439191e+00 4.9620662500e-02
1.2271846300e-01 9.7431059174e+00 4.9531521015e-02
1.3499030930e-01 9.7043771233e+00 4.9433083124e-02
1.4726215560e-01 9.6620892313e+00 4.9325373329e-02
1.5953400190e-01 9.6162769708e+00 4.9208419450e-02
