num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,1024,8589934592,type1,0,2756.545788
128,1024,8589934592,type1,1,2747.367617
128,1024,8589934592,type1,2,2764.923949
128,1024,8589934592,type1,3,2788.320575
128,1024,8589934592,type1,4,2744.416243
128,1024,8589934592,type1,5,2783.349937
128,1024,8589934592,type1,6,2757.546560
128,1024,8589934592,type1,7,2780.716845
128,1024,8589934592,type1,8,2804.113805
128,1024,8589934592,type1,9,2787.804078
128,1024,8589934592,type2,0,989.313833
128,1024,8589934592,type2,1,1047.796536
128,1024,8589934592,type2,2,987.203078
128,1024,8589934592,type2,3,1014.000717
128,1024,8589934592,type2,4,991.409893
128,1024,8589934592,type2,5,1023.940562
128,1024,8589934592,type2,6,1026.961955
128,1024,8589934592,type2,7,1017.056817
128,1024,8589934592,type2,8,986.380924
128,1024,8589934592,type2,9,1130.050141
