num_gpus,num_concurrent,direction,method,run_index,time_ms
4,1,forward,full,0,138.248179
4,1,forward,full,1,138.231957
4,1,forward,full,2,138.265651
4,1,forward,full,3,138.330545
4,1,forward,full,4,138.300242
4,1,forward,full,5,138.333873
4,1,forward,full,6,138.300146
4,1,forward,full,7,138.284595
4,1,forward,full,8,138.251059
4,1,forward,full,9,138.254932
4,1,forward,full,10,138.254676
4,1,forward,full,11,138.289746
4,1,forward,full,12,138.302834
4,1,forward,full,13,138.286226
4,1,forward,full,14,138.288755
4,1,forward,full,15,138.277491
4,1,forward,full,16,138.314225
4,1,forward,full,17,138.287507
4,1,forward,full,18,138.280210
4,1,forward,full,19,138.305842
4,1,forward,pruned,0,173.106494
4,1,forward,pruned,1,170.736396
4,1,forward,pruned,2,181.639239
4,1,forward,pruned,3,174.559951
4,1,forward,pruned,4,173.028130
4,1,forward,pruned,5,174.586735
4,1,forward,pruned,6,178.437328
4,1,forward,pruned,7,179.320595
4,1,forward,pruned,8,180.087834
4,1,forward,pruned,9,173.025378
4,1,forward,pruned,10,176.905730
4,1,forward,pruned,11,181.597033
4,1,forward,pruned,12,179.880609
4,1,forward,pruned,13,182.273491
4,1,forward,pruned,14,176.194906
4,1,forward,pruned,15,173.135389
4,1,forward,pruned,16,180.049756
4,1,forward,pruned,17,176.115677
4,1,forward,pruned,18,176.933314
4,1,forward,pruned,19,173.042177
4,1,backward,full,0,138.248179
4,1,backward,full,1,138.231957
4,1,backward,full,2,138.265651
4,1,backward,full,3,138.330545
4,1,backward,full,4,138.300242
4,1,backward,full,5,138.333873
4,1,backward,full,6,138.300146
4,1,backward,full,7,138.284595
4,1,backward,full,8,138.251059
4,1,backward,full,9,138.254932
4,1,backward,full,10,138.254676
4,1,backward,full,11,138.289746
4,1,backward,full,12,138.302834
4,1,backward,full,13,138.286226
4,1,backward,full,14,138.288755
4,1,backward,full,15,138.277491
4,1,backward,full,16,138.314225
4,1,backward,full,17,138.287507
4,1,backward,full,18,138.280210
4,1,backward,full,19,138.305842
4,1,backward,pruned,0,173.106494
4,1,backward,pruned,1,170.736396
4,1,backward,pruned,2,181.639239
4,1,backward,pruned,3,174.559951
4,1,backward,pruned,4,173.028130
4,1,backward,pruned,5,174.586735
4,1,backward,pruned,6,178.437328
4,1,backward,pruned,7,179.320595
4,1,backward,pruned,8,180.087834
4,1,backward,pruned,9,173.025378
4,1,backward,pruned,10,176.905730
4,1,backward,pruned,11,181.597033
4,1,backward,pruned,12,179.880609
4,1,backward,pruned,13,182.273491
4,1,backward,pruned,14,176.194906
4,1,backward,pruned,15,173.135389
4,1,backward,pruned,16,180.049756
4,1,backward,pruned,17,176.115677
4,1,backward,pruned,18,176.933314
4,1,backward,pruned,19,173.042177
