num_gpus,num_concurrent,direction,method,run_index,time_ms
32,1,forward,full,0,128.009004
32,1,forward,full,1,128.499708
32,1,forward,full,2,128.072043
32,1,forward,full,3,128.350433
32,1,forward,full,4,128.334434
32,1,forward,full,5,128.230661
32,1,forward,full,6,128.565585
32,1,forward,full,7,128.060414
32,1,forward,full,8,128.110186
32,1,forward,full,9,128.232100
32,1,forward,full,10,128.168008
32,1,forward,full,11,128.099690
32,1,forward,full,12,128.209414
32,1,forward,full,13,128.231707
32,1,forward,full,14,128.389568
32,1,forward,full,15,128.230277
32,1,forward,full,16,128.107722
32,1,forward,full,17,128.159431
32,1,forward,full,18,128.103433
32,1,forward,full,19,128.682094
32,1,forward,pruned,0,147.301788
32,1,forward,pruned,1,147.457592
32,1,forward,pruned,2,147.248991
32,1,forward,pruned,3,147.799739
32,1,forward,pruned,4,146.388414
32,1,forward,pruned,5,148.523026
32,1,forward,pruned,6,149.748076
32,1,forward,pruned,7,147.579476
32,1,forward,pruned,8,149.571267
32,1,forward,pruned,9,149.209881
32,1,forward,pruned,10,148.897476
32,1,forward,pruned,11,148.559217
32,1,forward,pruned,12,148.774670
32,1,forward,pruned,13,149.225632
32,1,forward,pruned,14,148.464596
32,1,forward,pruned,15,149.366836
32,1,forward,pruned,16,149.479439
32,1,forward,pruned,17,148.374775
32,1,forward,pruned,18,148.349944
32,1,forward,pruned,19,148.826503
32,1,backward,full,0,128.009004
32,1,backward,full,1,128.499708
32,1,backward,full,2,128.072043
32,1,backward,full,3,128.350433
32,1,backward,full,4,128.334434
32,1,backward,full,5,128.230661
32,1,backward,full,6,128.565585
32,1,backward,full,7,128.060414
32,1,backward,full,8,128.110186
32,1,backward,full,9,128.232100
32,1,backward,full,10,128.168008
32,1,backward,full,11,128.099690
32,1,backward,full,12,128.209414
32,1,backward,full,13,128.231707
32,1,backward,full,14,128.389568
32,1,backward,full,15,128.230277
32,1,backward,full,16,128.107722
32,1,backward,full,17,128.159431
32,1,backward,full,18,128.103433
32,1,backward,full,19,128.682094
32,1,backward,pruned,0,147.301788
32,1,backward,pruned,1,147.457592
32,1,backward,pruned,2,147.248991
32,1,backward,pruned,3,147.799739
32,1,backward,pruned,4,146.388414
32,1,backward,pruned,5,148.523026
32,1,backward,pruned,6,149.748076
32,1,backward,pruned,7,147.579476
32,1,backward,pruned,8,149.571267
32,1,backward,pruned,9,149.209881
32,1,backward,pruned,10,148.897476
32,1,backward,pruned,11,148.559217
32,1,backward,pruned,12,148.774670
32,1,backward,pruned,13,149.225632
32,1,backward,pruned,14,148.464596
32,1,backward,pruned,15,149.366836
32,1,backward,pruned,16,149.479439
32,1,backward,pruned,17,148.374775
32,1,backward,pruned,18,148.349944
32,1,backward,pruned,19,148.826503
