num_gpus,num_concurrent,direction,method,run_index,time_ms
128,1,forward,full,0,51.257652
128,1,forward,full,1,53.980468
128,1,forward,full,2,51.707598
128,1,forward,full,3,50.777930
128,1,forward,full,4,51.025357
128,1,forward,full,5,49.485555
128,1,forward,full,6,52.956045
128,1,forward,full,7,51.303859
128,1,forward,full,8,50.030651
128,1,forward,full,9,51.597384
128,1,forward,full,10,51.360837
128,1,forward,full,11,50.653008
128,1,forward,full,12,51.565260
128,1,forward,full,13,50.193647
128,1,forward,full,14,51.013987
128,1,forward,full,15,49.392055
128,1,forward,full,16,50.358321
128,1,forward,full,17,51.889745
128,1,forward,full,18,49.840890
128,1,forward,full,19,51.108609
128,1,forward,pruned,0,69.256774
128,1,forward,pruned,1,70.068568
128,1,forward,pruned,2,70.873690
128,1,forward,pruned,3,69.129963
128,1,forward,pruned,4,69.962138
128,1,forward,pruned,5,69.867474
128,1,forward,pruned,6,68.978734
128,1,forward,pruned,7,68.948750
128,1,forward,pruned,8,69.861206
128,1,forward,pruned,9,69.029778
128,1,forward,pruned,10,68.400419
128,1,forward,pruned,11,71.062579
128,1,forward,pruned,12,69.553789
128,1,forward,pruned,13,70.173139
128,1,forward,pruned,14,69.370989
128,1,forward,pruned,15,70.063372
128,1,forward,pruned,16,70.603122
128,1,forward,pruned,17,70.450334
128,1,forward,pruned,18,69.054030
128,1,forward,pruned,19,66.818735
128,1,backward,full,0,51.257652
128,1,backward,full,1,53.980468
128,1,backward,full,2,51.707598
128,1,backward,full,3,50.777930
128,1,backward,full,4,51.025357
128,1,backward,full,5,49.485555
128,1,backward,full,6,52.956045
128,1,backward,full,7,51.303859
128,1,backward,full,8,50.030651
128,1,backward,full,9,51.597384
128,1,backward,full,10,51.360837
128,1,backward,full,11,50.653008
128,1,backward,full,12,51.565260
128,1,backward,full,13,50.193647
128,1,backward,full,14,51.013987
128,1,backward,full,15,49.392055
128,1,backward,full,16,50.358321
128,1,backward,full,17,51.889745
128,1,backward,full,18,49.840890
128,1,backward,full,19,51.108609
128,1,backward,pruned,0,69.256774
128,1,backward,pruned,1,70.068568
128,1,backward,pruned,2,70.873690
128,1,backward,pruned,3,69.129963
128,1,backward,pruned,4,69.962138
128,1,backward,pruned,5,69.867474
128,1,backward,pruned,6,68.978734
128,1,backward,pruned,7,68.948750
128,1,backward,pruned,8,69.861206
128,1,backward,pruned,9,69.029778
128,1,backward,pruned,10,68.400419
128,1,backward,pruned,11,71.062579
128,1,backward,pruned,12,69.553789
128,1,backward,pruned,13,70.173139
128,1,backward,pruned,14,69.370989
128,1,backward,pruned,15,70.063372
128,1,backward,pruned,16,70.603122
128,1,backward,pruned,17,70.450334
128,1,backward,pruned,18,69.054030
128,1,backward,pruned,19,66.818735
