num_gpus,num_concurrent,direction,method,run_index,time_ms
256,1,forward,full,0,29.640266
256,1,forward,full,1,30.943947
256,1,forward,full,2,31.029596
256,1,forward,full,3,30.624779
256,1,forward,full,4,30.657991
256,1,forward,full,5,29.305993
256,1,forward,full,6,31.072308
256,1,forward,full,7,29.902936
256,1,forward,full,8,30.715398
256,1,forward,full,9,31.445677
256,1,forward,full,10,31.267479
256,1,forward,full,11,30.044251
256,1,forward,full,12,32.501006
256,1,forward,full,13,30.726501
256,1,forward,full,14,30.169325
256,1,forward,full,15,30.537913
256,1,forward,full,16,29.781391
256,1,forward,full,17,30.300404
256,1,forward,full,18,31.242132
256,1,forward,full,19,31.586318
256,1,forward,pruned,0,47.078735
256,1,forward,pruned,1,47.762685
256,1,forward,pruned,2,48.065349
256,1,forward,pruned,3,47.919123
256,1,forward,pruned,4,48.192199
256,1,forward,pruned,5,47.770140
256,1,forward,pruned,6,47.781247
256,1,forward,pruned,7,47.211582
256,1,forward,pruned,8,48.528055
256,1,forward,pruned,9,46.709404
256,1,forward,pruned,10,47.537540
256,1,forward,pruned,11,47.435130
256,1,forward,pruned,12,48.370290
256,1,forward,pruned,13,48.238573
256,1,forward,pruned,14,47.138452
256,1,forward,pruned,15,47.533869
256,1,forward,pruned,16,48.463598
256,1,forward,pruned,17,48.762888
256,1,forward,pruned,18,47.850889
256,1,forward,pruned,19,47.195843
256,1,backward,full,0,29.640266
256,1,backward,full,1,30.943947
256,1,backward,full,2,31.029596
256,1,backward,full,3,30.624779
256,1,backward,full,4,30.657991
256,1,backward,full,5,29.305993
256,1,backward,full,6,31.072308
256,1,backward,full,7,29.902936
256,1,backward,full,8,30.715398
256,1,backward,full,9,31.445677
256,1,backward,full,10,31.267479
256,1,backward,full,11,30.044251
256,1,backward,full,12,32.501006
256,1,backward,full,13,30.726501
256,1,backward,full,14,30.169325
256,1,backward,full,15,30.537913
256,1,backward,full,16,29.781391
256,1,backward,full,17,30.300404
256,1,backward,full,18,31.242132
256,1,backward,full,19,31.586318
256,1,backward,pruned,0,47.078735
256,1,backward,pruned,1,47.762685
256,1,backward,pruned,2,48.065349
256,1,backward,pruned,3,47.919123
256,1,backward,pruned,4,48.192199
256,1,backward,pruned,5,47.770140
256,1,backward,pruned,6,47.781247
256,1,backward,pruned,7,47.211582
256,1,backward,pruned,8,48.528055
256,1,backward,pruned,9,46.709404
256,1,backward,pruned,10,47.537540
256,1,backward,pruned,11,47.435130
256,1,backward,pruned,12,48.370290
256,1,backward,pruned,13,48.238573
256,1,backward,pruned,14,47.138452
256,1,backward,pruned,15,47.533869
256,1,backward,pruned,16,48.463598
256,1,backward,pruned,17,48.762888
256,1,backward,pruned,18,47.850889
256,1,backward,pruned,19,47.195843
