num_gpus,num_concurrent,direction,method,run_index,time_ms
8,1,forward,full,0,344.842848
8,1,forward,full,1,344.814113
8,1,forward,full,2,344.961180
8,1,forward,full,3,344.913406
8,1,forward,full,4,344.930430
8,1,forward,full,5,344.962812
8,1,forward,full,6,344.956732
8,1,forward,full,7,344.939869
8,1,forward,full,8,345.015675
8,1,forward,full,9,344.939229
8,1,forward,full,10,344.815840
8,1,forward,full,11,344.898334
8,1,forward,full,12,344.996795
8,1,forward,full,13,344.782050
8,1,forward,full,14,344.924318
8,1,forward,full,15,344.778978
8,1,forward,full,16,344.895422
8,1,forward,full,17,344.960157
8,1,forward,full,18,344.832256
8,1,forward,full,19,344.860128
8,1,forward,pruned,0,368.514224
8,1,forward,pruned,1,368.449265
8,1,forward,pruned,2,368.404147
8,1,forward,pruned,3,368.501136
8,1,forward,pruned,4,368.656363
8,1,forward,pruned,5,368.268471
8,1,forward,pruned,6,368.348212
8,1,forward,pruned,7,368.695849
8,1,forward,pruned,8,368.401715
8,1,forward,pruned,9,368.378643
8,1,forward,pruned,10,368.352628
8,1,forward,pruned,11,368.384019
8,1,forward,pruned,12,368.621356
8,1,forward,pruned,13,368.476880
8,1,forward,pruned,14,368.459185
8,1,forward,pruned,15,368.565869
8,1,forward,pruned,16,368.596940
8,1,forward,pruned,17,368.635915
8,1,forward,pruned,18,368.317717
8,1,forward,pruned,19,368.773576
8,1,backward,full,0,344.842848
8,1,backward,full,1,344.814113
8,1,backward,full,2,344.961180
8,1,backward,full,3,344.913406
8,1,backward,full,4,344.930430
8,1,backward,full,5,344.962812
8,1,backward,full,6,344.956732
8,1,backward,full,7,344.939869
8,1,backward,full,8,345.015675
8,1,backward,full,9,344.939229
8,1,backward,full,10,344.815840
8,1,backward,full,11,344.898334
8,1,backward,full,12,344.996795
8,1,backward,full,13,344.782050
8,1,backward,full,14,344.924318
8,1,backward,full,15,344.778978
8,1,backward,full,16,344.895422
8,1,backward,full,17,344.960157
8,1,backward,full,18,344.832256
8,1,backward,full,19,344.860128
8,1,backward,pruned,0,368.514224
8,1,backward,pruned,1,368.449265
8,1,backward,pruned,2,368.404147
8,1,backward,pruned,3,368.501136
8,1,backward,pruned,4,368.656363
8,1,backward,pruned,5,368.268471
8,1,backward,pruned,6,368.348212
8,1,backward,pruned,7,368.695849
8,1,backward,pruned,8,368.401715
8,1,backward,pruned,9,368.378643
8,1,backward,pruned,10,368.352628
8,1,backward,pruned,11,368.384019
8,1,backward,pruned,12,368.621356
8,1,backward,pruned,13,368.476880
8,1,backward,pruned,14,368.459185
8,1,backward,pruned,15,368.565869
8,1,backward,pruned,16,368.596940
8,1,backward,pruned,17,368.635915
8,1,backward,pruned,18,368.317717
8,1,backward,pruned,19,368.773576
