time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48897371306085748e+01 2.97658957617793294e+03 2.99147931330854135e+03 2.75037512322227722e-02
1.22718463000000000e-02 1.48869296239552202e+01 2.97659238340408046e+03 2.99147931302803590e+03 2.70707706594044417e-02
2.45436926000000000e-02 1.48785073924200919e+01 2.97660080476208577e+03 2.99147931215450581e+03 2.67181667278595034e-02
3.68155389000000000e-02 1.48644784927169873e+01 2.97661483338219386e+03 2.99147931187491076e+03 2.64491455383919286e-02
4.90873851999999999e-02 1.48448533311682507e+01 2.97663445740474253e+03 2.99147931073591099e+03 2.62662716200999513e-02
6.13592314999999999e-02 1.48196492116287164e+01 2.97665966039678597e+03 2.99147930960841450e+03 2.61712470829809606e-02
7.36310777999999999e-02 1.47888860122769366e+01 2.97669042140596594e+03 2.99147930741824302e+03 2.61649939515402122e-02
8.59029240999999999e-02 1.47525911550874547e+01 2.97672671492639984e+03 2.99147930608148727e+03 2.62475180393856866e-02
9.81747703999999999e-02 1.47107926079464573e+01 2.97676851097711187e+03 2.99147930358505846e+03 2.64179283967294204e-02
1.10446616700000000e-01 1.46635266348405473e+01 2.97681577464113707e+03 2.99147930127597783e+03 2.66743782136390842e-02
1.22718463000000000e-01 1.46108317631386804e+01 2.97686846661108484e+03 2.99147929837422362e+03 2.70142491125783084e-02
1.34990309300000000e-01 1.45527516212243704e+01 2.97692654336868009e+03 2.99147929498990425e+03 2.74343684137160447e-02
1.47262155600000000e-01 1.44893352885487356e+01 2.97698995661443314e+03 2.99147929190298191e+03 2.79308188128721616e-02
1.59534001900000000e-01 1.44206340918489335e+01 2.97705865384440858e+03 2.99147928793625761e+03 2.84994410465467772e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 0.00000000000000000e+00 2.97658957617793294e+03 2.97658957617793294e+03 2.75037512322227930e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48889489939371842e+01 2.97658957617793294e+03 2.99147852517186993e+03 2.75037512322227930e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48889489939371842e+01 2.97658957617793294e+03 2.99147852517186993e+03 2.75037512322227930e-02
1.22718463000000000e-02 1.48861416043088060e+01 2.97659238333935627e+03 2.99147852494366498e+03 2.75037512322228103e-02
2.45436926000000000e-02 1.48777195048508712e+01 2.97660080446700431e+03 2.99147852397185534e+03 2.75037512322227826e-02
3.68155389000000000e-02 1.48636909782929507e+01 2.97661483262345519e+03 2.99147852360174829e+03 2.75037512322226958e-02
4.90873851999999999e-02 1.48440662833285941e+01 2.97663445606960249e+03 2.99147852235293112e+03 2.75037512322224981e-02
6.13592314999999999e-02 1.48188627524683376e+01 2.97665965835047336e+03 2.99147852110294161e+03 2.75037512322225813e-02
7.36310777999999999e-02 1.47881002513450550e+01 2.97669041849568612e+03 2.99147851874703110e+03 2.75037512322226264e-02
8.59029240999999999e-02 1.47518061359000683e+01 2.97672671109159592e+03 2.99147851722749601e+03 2.75037512322224668e-02
9.81747703999999999e-02 1.47100085753277146e+01 2.97676850605636946e+03 2.99147851463169718e+03 2.75037512322227028e-02
1.10446616700000000e-01 1.46627436605085233e+01 2.97681576849568046e+03 2.99147851215618903e+03 2.75037512322228728e-02
1.22718463000000000e-01 1.46100499862509547e+01 2.97686845912423632e+03 2.99147850911048727e+03 2.75037512322228242e-02
1.34990309300000000e-01 1.45519711779014251e+01 2.97692653439937749e+03 2.99147850557727907e+03 2.75037512322226924e-02
1.47262155600000000e-01 1.44885562094912537e+01 2.97698994606050474e+03 2.99147850226999617e+03 2.75037512322227201e-02
1.59534001900000000e-01 1.44198565495432192e+01 2.97705864153235689e+03 2.99147849808189994e+03 2.75037512322229283e-02
