time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9323169322e+00 5.0008102905e-02
1.2271846300e-02 9.9304570294e+00 5.0003424574e-02
2.4543692600e-02 9.9248524443e+00 4.9989325330e-02
3.6815538900e-02 9.9155073639e+00 4.9965808490e-02
4.9087385200e-02 9.9024295496e+00 4.9932879767e-02
6.1359231500e-02 9.8856303517e+00 4.9890549348e-02
7.3631077800e-02 9.8651222102e+00 4.9838823955e-02
8.5902924100e-02 9.8409245176e+00 4.9777723418e-02
9.8174770400e-02 9.8130559420e+00 4.9707260848e-02
1.1044661670e-01 9.7815400689e+00 4.9627455731e-02
1.2271846300e-01 9.7464026706e+00 4.9538326733e-02
1.3499030930e-01 9.7076731364e+00 4.9439899616e-02
1.4726215560e-01 9.6653841122e+00 4.9332201048e-02
1.5953400190e-01 9.6195694547e+00 4.9215256358e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9318133127e+00 5.0007985231e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9318133127e+00 5.0007985231e-02
1.2271846300e-02 9.9299534432e+00 5.0003306925e-02
2.4543692600e-02 9.9243488547e+00 4.9989207753e-02
3.6815538900e-02 9.9150038553e+00 4.9965691034e-02
4.9087385200e-02 9.9019261250e+00 4.9932762481e-02
6.1359231500e-02 9.8851271096e+00 4.9890432281e-02
7.3631077800e-02 9.8646191156e+00 4.9838707156e-02
8.5902924100e-02 9.8404215582e+00 4.9777606935e-02
9.8174770400e-02 9.8125531869e+00 4.9707144733e-02
1.1044661670e-01 9.7810376359e+00 4.9627340024e-02
1.2271846300e-01 9.7459004361e+00 4.9538211488e-02
1.3499030930e-01 9.7071711997e+00 4.9439784879e-02
1.4726215560e-01 9.6648824854e+00 4.9332086871e-02
1.5953400190e-01 9.6190681728e+00 4.9215142784e-02
