num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,1024,8589934592,type1,0,738.148112
512,1024,8589934592,type1,1,703.389040
512,1024,8589934592,type1,2,722.634777
512,1024,8589934592,type1,3,731.324928
512,1024,8589934592,type1,4,731.587183
512,1024,8589934592,type1,5,729.638558
512,1024,8589934592,type1,6,739.968092
512,1024,8589934592,type1,7,715.159147
512,1024,8589934592,type1,8,702.853346
512,1024,8589934592,type1,9,719.373928
512,1024,8589934592,type2,0,280.510920
512,1024,8589934592,type2,1,256.249919
512,1024,8589934592,type2,2,280.983677
512,1024,8589934592,type2,3,275.851783
512,1024,8589934592,type2,4,262.687202
512,1024,8589934592,type2,5,271.813505
512,1024,8589934592,type2,6,273.417115
512,1024,8589934592,type2,7,265.144097
512,1024,8589934592,type2,8,261.803769
512,1024,8589934592,type2,9,276.314296
