num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,512,1073741824,type1,0,328.906491
128,512,1073741824,type1,1,338.652708
128,512,1073741824,type1,2,339.196262
128,512,1073741824,type1,3,327.830058
128,512,1073741824,type1,4,329.978924
128,512,1073741824,type1,5,327.107624
128,512,1073741824,type1,6,327.350515
128,512,1073741824,type1,7,329.031108
128,512,1073741824,type1,8,328.008015
128,512,1073741824,type1,9,335.976471
128,512,1073741824,type2,0,262.735949
128,512,1073741824,type2,1,263.542042
128,512,1073741824,type2,2,265.373956
128,512,1073741824,type2,3,263.468467
128,512,1073741824,type2,4,258.444731
128,512,1073741824,type2,5,264.357330
128,512,1073741824,type2,6,265.569810
128,512,1073741824,type2,7,269.950684
128,512,1073741824,type2,8,266.017388
128,512,1073741824,type2,9,271.497867
