num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,1024,8589934592,type1,0,1148.961002
64,1024,8589934592,type1,1,1150.699414
64,1024,8589934592,type1,2,1152.613085
64,1024,8589934592,type1,3,1193.816979
64,1024,8589934592,type1,4,1142.567241
64,1024,8589934592,type1,5,1149.863173
64,1024,8589934592,type1,6,1144.217750
64,1024,8589934592,type1,7,1146.142526
64,1024,8589934592,type1,8,1172.402928
64,1024,8589934592,type1,9,1196.835801
64,1024,8589934592,type2,0,567.095465
64,1024,8589934592,type2,1,560.767374
64,1024,8589934592,type2,2,553.156464
64,1024,8589934592,type2,3,563.699637
64,1024,8589934592,type2,4,565.418068
64,1024,8589934592,type2,5,567.568910
64,1024,8589934592,type2,6,571.794821
64,1024,8589934592,type2,7,561.557714
64,1024,8589934592,type2,8,565.545695
64,1024,8589934592,type2,9,560.839326
