time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9415622689e+00 5.0020285153e-02
1.2271846300e-02 9.9397799410e+00 5.0015813869e-02
2.4543692600e-02 9.9342492470e+00 5.0001917134e-02
3.6815538900e-02 9.9249757921e+00 4.9978598653e-02
4.9087385200e-02 9.9119685113e+00 4.9945864626e-02
6.1359231500e-02 9.8952352502e+00 4.9903723736e-02
7.3631077800e-02 9.8747920248e+00 4.9852187146e-02
8.5902924100e-02 9.8506565679e+00 4.9791268510e-02
9.8174770400e-02 9.8228464208e+00 4.9720983950e-02
1.1044661670e-01 9.7913866190e+00 4.9641352060e-02
1.2271846300e-01 9.7563013043e+00 4.9552393895e-02
1.3499030930e-01 9.7176196956e+00 4.9454132977e-02
1.4726215560e-01 9.6753732985e+00 4.9346595272e-02
1.5953400190e-01 9.6295981366e+00 4.9229809194e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9382567238e+00 5.0018401935e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9382567238e+00 5.0018401935e-02
