                      ranks  Wall tot
=====================================
mainTimer...........     16     43.39

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........     16     43.39     43.39     43.39
particlesCreation...     16         0         0         0
dumpData............     16    0.6894    0.1237    0.3978
kick................     16   0.09227   0.08119   0.08687
drift...............     16   0.04503   0.03981   0.04257
particleBC..........     16    0.1305    0.1193    0.1243
initializeShapeFunc.     16         0         0         0
findInternal........     16         0         0         0
findPeriodic........     16         0         0         0
NativeNUFFT::init...     16         0         0         0
updateParticle......     16    0.4297    0.4096    0.4186
locateParticles.....     16    0.1235    0.1033    0.1135
sendPreprocess......     16   0.03909  0.001092   0.02039
particleSend........     16   0.02241   0.02036   0.02116
particleRecv........     16 0.0003156 0.0002279 0.0002673
particleDestroy.....     16    0.2512    0.2106    0.2304
ScatterPIFNUFFT.....     16     7.281      7.24     7.261
NativeNUFFT1........     16     7.163     7.119     7.141
scatterTimerNUFFT1..     16     3.131       3.1     3.116
binSort.............     16    0.2833    0.2565    0.2719
binComputeKeys......     16   0.02221   0.01936   0.02123
binSortByKey........     16    0.2552    0.2314    0.2447
binComputeOffsets...     16   0.00639  0.005624  0.005915
FFTNUFFT1...........     16     4.028     3.986     4.012
deconvolutionNUFFT1.     16   0.01456   0.01183   0.01313
GatherPIFNUFFT......     16     35.29     34.74     35.01
NativeNUFFT2........     16     34.88     34.35      34.6
PrecorrectionNUFFT2.     16   0.07145   0.06403   0.06778
FFTNUFFT2...........     16     12.79     11.66     12.22
GatherNUFFT2........     16     23.15     21.49     22.32
