time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9166475085e+00 4.9934037533e-02
1.2271846300e-02 9.9148550728e+00 4.9929501838e-02
2.4543692600e-02 9.9093204008e+00 4.9915550755e-02
3.6815538900e-02 9.9000535449e+00 4.9892202668e-02
4.9087385200e-02 9.8870647194e+00 4.9859460412e-02
6.1359231500e-02 9.8703643196e+00 4.9817316696e-02
7.3631077800e-02 9.8499716264e+00 4.9765810790e-02
8.5902924100e-02 9.8258911923e+00 4.9704923083e-02
9.8174770400e-02 9.7981630555e+00 4.9634699743e-02
1.1044661670e-01 9.7667878550e+00 4.9555132255e-02
1.2271846300e-01 9.7318035975e+00 4.9466271327e-02
1.3499030930e-01 9.6932325084e+00 4.9368114393e-02
1.4726215560e-01 9.6511136812e+00 4.9260699494e-02
1.5953400190e-01 9.6054865418e+00 4.9144053172e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9085935580e+00 4.9932157562e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9085935580e+00 4.9932157562e-02
