num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,512,1073741824,type1,0,343.598352
128,512,1073741824,type1,1,349.954353
128,512,1073741824,type1,2,347.185582
128,512,1073741824,type1,3,346.063050
128,512,1073741824,type1,4,342.854210
128,512,1073741824,type1,5,345.640730
128,512,1073741824,type1,6,346.270568
128,512,1073741824,type1,7,349.025258
128,512,1073741824,type1,8,344.930243
128,512,1073741824,type1,9,349.494762
128,512,1073741824,type2,0,119.753761
128,512,1073741824,type2,1,116.620867
128,512,1073741824,type2,2,113.949089
128,512,1073741824,type2,3,117.302695
128,512,1073741824,type2,4,118.667752
128,512,1073741824,type2,5,114.734102
128,512,1073741824,type2,6,118.555590
128,512,1073741824,type2,7,124.882066
128,512,1073741824,type2,8,114.846612
128,512,1073741824,type2,9,112.936088
