time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9323538465e+00 5.0008149549e-02
1.2271846300e-02 9.9304809312e+00 5.0003438070e-02
2.4543692600e-02 9.9248633298e+00 4.9989305371e-02
3.6815538900e-02 9.9155055353e+00 4.9965755976e-02
4.9087385200e-02 9.9024146857e+00 4.9932794041e-02
6.1359231500e-02 9.8856030357e+00 4.9890431515e-02
7.3631077800e-02 9.8650820419e+00 4.9838673556e-02
8.5902924100e-02 9.8408715102e+00 4.9777540387e-02
9.8174770400e-02 9.8129904147e+00 4.9707045692e-02
1.1044661670e-01 9.7814620749e+00 4.9627208520e-02
1.2271846300e-01 9.7463120287e+00 4.9538047337e-02
1.3499030930e-01 9.7075703549e+00 4.9439589202e-02
1.4726215560e-01 9.6652690287e+00 4.9331859182e-02
1.5953400190e-01 9.6194421059e+00 4.9214882610e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9318502127e+00 5.0008031875e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9318502127e+00 5.0008031875e-02
1.2271846300e-02 9.9299773508e+00 5.0003320420e-02
2.4543692600e-02 9.9243597547e+00 4.9989187794e-02
3.6815538900e-02 9.9150020180e+00 4.9965638521e-02
4.9087385200e-02 9.9019112682e+00 4.9932676757e-02
6.1359231500e-02 9.8850997541e+00 4.9890314452e-02
7.3631077800e-02 9.8645788942e+00 4.9838556759e-02
8.5902924100e-02 9.8403685281e+00 4.9777423908e-02
9.8174770400e-02 9.8124876511e+00 4.9706929581e-02
1.1044661670e-01 9.7809596049e+00 4.9627092819e-02
1.2271846300e-01 9.7458097885e+00 4.9537932100e-02
1.3499030930e-01 9.7070684295e+00 4.9439474478e-02
1.4726215560e-01 9.6647674435e+00 4.9331745016e-02
1.5953400190e-01 9.6189408829e+00 4.9214769049e-02
