time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9418535089e+00 5.0021686135e-02
1.2271846300e-02 9.9398690950e+00 5.0016694266e-02
2.4543692600e-02 9.9341405349e+00 5.0002278768e-02
3.6815538900e-02 9.9246690355e+00 4.9978443970e-02
4.9087385200e-02 9.9114668205e+00 4.9945204655e-02
6.1359231500e-02 9.8945394245e+00 4.9902556987e-02
7.3631077800e-02 9.8739016056e+00 4.9850518054e-02
8.5902924100e-02 9.8495724747e+00 4.9789099450e-02
9.8174770400e-02 9.8215756925e+00 4.9718327626e-02
1.1044661670e-01 9.7899282879e+00 4.9638207421e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9385468712e+00 5.0019802865e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9385468712e+00 5.0019802865e-02
