num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
8,512,1073741824,type1,0,4465.879093
8,512,1073741824,type1,1,4475.829876
8,512,1073741824,type1,2,4490.662247
8,512,1073741824,type1,3,4483.769933
8,512,1073741824,type1,4,4474.984432
8,512,1073741824,type1,5,4496.178914
8,512,1073741824,type1,6,4469.189760
8,512,1073741824,type1,7,4475.589301
8,512,1073741824,type1,8,4470.856700
8,512,1073741824,type1,9,4473.807778
8,512,1073741824,type2,0,862.969804
8,512,1073741824,type2,1,856.759614
8,512,1073741824,type2,2,900.697129
8,512,1073741824,type2,3,862.218144
8,512,1073741824,type2,4,865.756411
8,512,1073741824,type2,5,861.738644
8,512,1073741824,type2,6,857.308080
8,512,1073741824,type2,7,865.264146
8,512,1073741824,type2,8,871.815181
8,512,1073741824,type2,9,881.467705
