num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,512,1073741824,type1,0,146.156459
64,512,1073741824,type1,1,166.413923
64,512,1073741824,type1,2,146.937151
64,512,1073741824,type1,3,150.191826
64,512,1073741824,type1,4,163.758404
64,512,1073741824,type1,5,145.311122
64,512,1073741824,type1,6,147.105210
64,512,1073741824,type1,7,145.878100
64,512,1073741824,type1,8,144.380240
64,512,1073741824,type1,9,145.363394
64,512,1073741824,type2,0,69.853795
64,512,1073741824,type2,1,70.569309
64,512,1073741824,type2,2,73.274891
64,512,1073741824,type2,3,75.985598
64,512,1073741824,type2,4,72.057501
64,512,1073741824,type2,5,72.541645
64,512,1073741824,type2,6,71.968723
64,512,1073741824,type2,7,71.006143
64,512,1073741824,type2,8,86.920393
64,512,1073741824,type2,9,71.949364
