num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
256,1024,8589934592,type1,0,1386.639046
256,1024,8589934592,type1,1,1392.239274
256,1024,8589934592,type1,2,1375.540954
256,1024,8589934592,type1,3,1387.543741
256,1024,8589934592,type1,4,1374.144987
256,1024,8589934592,type1,5,1384.115365
256,1024,8589934592,type1,6,1368.463853
256,1024,8589934592,type1,7,1373.970414
256,1024,8589934592,type1,8,1373.942822
256,1024,8589934592,type1,9,1368.304369
256,1024,8589934592,type2,0,465.205154
256,1024,8589934592,type2,1,479.321955
256,1024,8589934592,type2,2,471.091559
256,1024,8589934592,type2,3,468.883037
256,1024,8589934592,type2,4,476.250322
256,1024,8589934592,type2,5,457.893742
256,1024,8589934592,type2,6,462.128956
256,1024,8589934592,type2,7,449.558547
256,1024,8589934592,type2,8,462.204663
256,1024,8589934592,type2,9,467.086180
