num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,1024,8589934592,type1,0,779.395523
512,1024,8589934592,type1,1,787.128613
512,1024,8589934592,type1,2,810.970270
512,1024,8589934592,type1,3,823.379956
512,1024,8589934592,type1,4,818.198193
512,1024,8589934592,type1,5,816.362519
512,1024,8589934592,type1,6,785.059881
512,1024,8589934592,type1,7,797.370279
512,1024,8589934592,type1,8,774.589170
512,1024,8589934592,type1,9,816.176636
512,1024,8589934592,type2,0,664.028936
512,1024,8589934592,type2,1,688.900033
512,1024,8589934592,type2,2,687.348732
512,1024,8589934592,type2,3,678.855987
512,1024,8589934592,type2,4,707.000668
512,1024,8589934592,type2,5,672.885335
512,1024,8589934592,type2,6,673.263988
512,1024,8589934592,type2,7,658.367606
512,1024,8589934592,type2,8,674.178811
512,1024,8589934592,type2,9,668.784618
